doi,n_records_merged,source_dbs,chosen_db,chosen_record_id,year,title_first50
10.1016/j.phymed.2013.03.025,1,Scopus,Scopus,Scopus:2-s2.0-84879880254,2013,Scutellaria barbata D. Don extract synergizes the 
10.1016/j.phymed.2013.04.001,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84879883075,2013,Puerarin improves metabolic function leading to he
10.1016/j.phymed.2013.04.005,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000323299200013,2013,In vitro to in vivo evidence of the inhibitor char
10.1016/j.phymed.2013.06.012,1,Scopus,Scopus,Scopus:2-s2.0-84888856462,2013,Toxicity of daphnane-type diterpenoids from Genkwa
10.1016/j.phymed.2013.07.003,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84886094984,2013,Effects of green tea extract and (-)-epigallocatec
10.1016/j.phymed.2013.07.006,1,Scopus,Scopus,Scopus:2-s2.0-84886097614,2013,Synergistic interactions between the antinocicepti
10.1016/j.phymed.2013.08.020,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84892919148,2014,Combination therapy: A new strategy to manage diab
10.1016/j.phymed.2013.10.024,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84898057454,2014,Study of pharmacodynamic interaction of Phyllanthu
10.1016/j.phymed.2013.12.006,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000334726800027,2014,Effect of Tacrolimus on the pharmacokinetics of bi
10.1016/j.phymed.2014.03.004,1,PubMed,PubMed,PubMed:24703330,2014,Synergy of aminoglycoside antibiotics by 3-Benzylc
10.1016/j.phymed.2014.05.002,1,PubMed,PubMed,PubMed:24894270,2014,The antihypercholesterolemic effect of jatrorrhizi
10.1016/j.phymed.2014.06.013,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000341741900006,2014,Reversal of P-glycoprotein (P-gp) mediated multidr
10.1016/j.phymed.2014.08.003,1,Scopus,Scopus,Scopus:2-s2.0-84907200698,2014,In vitro effect of important herbal active constit
10.1016/j.phymed.2014.12.009,1,PubMed,PubMed,PubMed:25765837,2015,Natural lignans from Arctium lappa modulate P-glyc
10.1016/j.phymed.2014.12.011,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000352782100002,2015,Alopecurone B reverses doxorubicin-resistant human
10.1016/j.phymed.2015.02.004,1,Scopus,Scopus,Scopus:2-s2.0-84926338139,2015,Systematic considerations for a multicomponent pha
10.1016/j.phymed.2015.03.001,1,PubMed,PubMed,PubMed:25981922,2015,Marsdenia tenacissima extract enhances gefitinib e
10.1016/j.phymed.2015.03.011,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000354605000008,2015,Pharmacokinetic synergy from the taxane extract of
10.1016/j.phymed.2015.10.012,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000382421300003,2016,Traditional herbs: a remedy for cardiovascular dis
10.1016/j.phymed.2015.10.018,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84952928413,2016,Polyphenol-based nutraceuticals for the prevention
10.1016/j.phymed.2016.03.006,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84964325996,2016,The mixture of Salvia miltiorrhiza-Carthamus tinct
10.1016/j.phymed.2016.05.005,1,PubMed,PubMed,PubMed:27288922,2016,Pharmacokinetics and pharmacodynamics of glycyrrhe
10.1016/j.phymed.2016.07.006,1,Scopus,Scopus,Scopus:2-s2.0-84981164903,2016,Anti-stress effects of drinking green tea with low
10.1016/j.phymed.2016.07.012,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84984596528,2016,Coadministration of a Gloriosa superba extract imp
10.1016/j.phymed.2016.09.001,1,Scopus,Scopus,Scopus:2-s2.0-84988527743,2016,Gastrodia elata and epilepsy: Rationale and therap
10.1016/j.phymed.2016.10.001,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84993965470,2016,The water extract of Veratrilla baillonii could at
10.1016/j.phymed.2016.11.001,1,PubMed,PubMed,PubMed:27912884,2016,Synergism of coumarins from the Chinese drug Zanth
10.1016/j.phymed.2017.01.003,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000397266100003,2017,Alisol B 23-acetate from the rhizomes of Alisma or
10.1016/j.phymed.2017.01.010,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000397266100008,2017,Pharmacokinetic herb-drug interaction of Xuesaiton
10.1016/j.phymed.2017.01.012,2,Scopus,Scopus,Scopus:2-s2.0-85012266413,2017,Pharmacokinetic based study on “lagged stimulation
10.1016/j.phymed.2017.01.013,1,Scopus,Scopus,Scopus:2-s2.0-85012974134,2017,Polydatin alleviates alcohol-induced acute liver i
10.1016/j.phymed.2017.02.007,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000425172900014,2018,"Repeated administration of Sailuotong, a fixed com"
10.1016/j.phymed.2017.10.020,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85034656711,2017,Introduction: Novel hybrid combinations containing
10.1016/j.phymed.2017.12.002,1,Scopus,Scopus,Scopus:2-s2.0-85038387675,2018,Plasma pharmacokinetics and cerebral nuclei distri
10.1016/j.phymed.2017.12.007,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000436596600011,2018,"Aconitum alkaloids, the major components of Aconit"
10.1016/j.phymed.2018.01.019,1,Scopus,Scopus,Scopus:2-s2.0-85043318540,2018,Identifying potential quality markers of Xin-Su-Ni
10.1016/j.phymed.2018.03.001,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000436596600022,2018,A systematic review of pharmacokinetic studies on 
10.1016/j.phymed.2018.03.002,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000436596600024,2018,Identification of quality markers of Yuanhu Zhiton
10.1016/j.phymed.2018.03.017,1,Scopus,Scopus,Scopus:2-s2.0-85046038525,2018,Alisma orientale extract exerts the reversing chol
10.1016/j.phymed.2018.03.038,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85045560129,2018,Veratrum nigrum inhibits the estrogenic activity o
10.1016/j.phymed.2018.04.001,1,Scopus,Scopus,Scopus:2-s2.0-85045833741,2018,Identify super quality markers from prototype-base
10.1016/j.phymed.2018.04.022,1,WoS,WoS,WoS:WOS:000436596600001,2018,Enhanced liver-targeting via coadministration of 1
10.1016/j.phymed.2018.04.040,3,OpenAlex;PubMed;Scopus,Scopus,Scopus:2-s2.0-85050396961,2018,Family medicine physicians’ perception and attitud
10.1016/j.phymed.2018.04.041,1,Scopus,Scopus,Scopus:2-s2.0-85051139266,2018,Pharmacokinetic–pharmacodynamic modeling to study 
10.1016/j.phymed.2018.05.012,2,Scopus;WoS,WoS,WoS:WOS:000451438300007,2018,Potentiation of the anticancer effect of doxorubic
10.1016/j.phymed.2018.06.003,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85048984688,2018,Tetrandrine enhances the antifungal activity of fl
10.1016/j.phymed.2018.06.007,2,Scopus;WoS,WoS,WoS:WOS:000459935700036,2019,Biopiracy versus One-World Medicine-From colonial 
10.1016/j.phymed.2018.06.024,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85056158803,2019,"Alteration of UDP-glucuronosyltransferase 1a1, 1a7"
10.1016/j.phymed.2018.09.014,1,PubMed,PubMed,PubMed:30668409,2019,Combined administration on You-Gui Yin and low-dos
10.1016/j.phymed.2018.09.019,1,Scopus,Scopus,Scopus:2-s2.0-85053734601,2019,Determination of a astragaloside IV derivative LS-
10.1016/j.phymed.2018.09.026,1,Scopus,Scopus,Scopus:2-s2.0-85055656247,2019,Poly-pharmacokinetic strategy-delineated metabolic
10.1016/j.phymed.2018.09.174,1,Scopus,Scopus,Scopus:2-s2.0-85054327625,2018,A comprehensive review and perspectives on pharmac
10.1016/j.phymed.2018.09.239,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85056234732,2019,Simultaneous determinations of four major bioactiv
10.1016/j.phymed.2018.11.020,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000473048600005,2019,Schisandra fruits for the management of drug-induc
10.1016/j.phymed.2018.11.035,1,Scopus,Scopus,Scopus:2-s2.0-85064412940,2019,Pharmacokinetics comparison of 15 ginsenosides and
10.1016/j.phymed.2019.09.116,1,OpenAlex,OpenAlex,OpenAlex:W2988334857,2019,Absence of herb-drug interactions of mistletoe wit
10.1016/j.phymed.2019.152866,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000473047100024,2019,P450 enzymes-based metabolic interactions between 
10.1016/j.phymed.2019.152915,2,Scopus;WoS,WoS,WoS:WOS:000473048600036,2019,Screening for CYP3A4 inhibition and induction coup
10.1016/j.phymed.2019.152916,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000473048600037,2019,The major effective components in Shengmai Formula
10.1016/j.phymed.2019.152948,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85066044652,2019,Protective effect of herbal medicine Huangqi decoc
10.1016/j.phymed.2019.152982,1,PubMed,PubMed,PubMed:31299593,2019,Deciphering the multicomponent synergy mechanisms 
10.1016/j.phymed.2019.152998,1,WoS,WoS,WoS:WOS:000485781500018,2019,Interactions between artemisinin derivatives and P
10.1016/j.phymed.2019.153010,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000485781500020,2019,"Isolation, synthesis, and drug interaction potenti"
10.1016/j.phymed.2019.153077,1,Scopus,Scopus,Scopus:2-s2.0-85071472008,2021,Systematic exploration of Astragalus membranaceus 
10.1016/j.phymed.2019.153109,1,PubMed,PubMed,PubMed:31790894,2020,Synergistic anticancer effect of combined use of T
10.1016/j.phymed.2019.153136,1,PubMed,PubMed,PubMed:32062477,2020,The role of Chinese herbal medicine in the managem
10.1016/j.phymed.2019.153148,2,Scopus;WoS,WoS,WoS:WOS:000525848500015,2020,Aloe-emodin induces hepatotoxicity by the inhibiti
10.1016/j.phymed.2020.153180,1,Scopus,Scopus,Scopus:2-s2.0-85080064826,2020,Evodiamine and rutaecarpine from Tetradium ruticar
10.1016/j.phymed.2020.153287,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000566511300018,2020,Herb-drug interaction between Styrax and warfarin:
10.1016/j.phymed.2020.153315,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000640107200010,2021,Systems pharmacological study illustrates the immu
10.1016/j.phymed.2020.153416,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000605579700010,2021,Modulation of CYP3A4 and CYP2C9 activity by Bulbin
10.1016/j.phymed.2020.153421,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85097383715,2021,Medicinal plants and their preparations in the Eur
10.1016/j.phymed.2020.153435,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85097908559,2021,Safety of co-administration of herbal and conventi
10.1016/j.phymed.2021.153476,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000640107200019,2021,Toxicity as prime selection criterion among SARS-a
10.1016/j.phymed.2021.153477,1,PubMed,PubMed,PubMed:33545549,2021,Amelioration of hyperglycaemia and hyperlipidaemia
10.1016/j.phymed.2021.153482,1,WoS,WoS,WoS:WOS:000627864600004,2021,Induction of stress resistance and extension of li
10.1016/j.phymed.2021.153520,1,Scopus,Scopus,Scopus:2-s2.0-85101669706,2021,Schisandrol B promotes liver enlargement via activ
10.1016/j.phymed.2021.153527,1,Scopus,Scopus,Scopus:2-s2.0-85104088229,2021,Deciphering the synergistic network regulation of 
10.1016/j.phymed.2021.153616,1,Scopus,Scopus,Scopus:2-s2.0-85109447970,2021,Restoring perturbed oxylipins with Danqi Tongmai T
10.1016/j.phymed.2021.153623,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000685219400005,2021,Oral epigallocatechin gallate reduces intestinal n
10.1016/j.phymed.2021.153624,1,Scopus,Scopus,Scopus:2-s2.0-85109202517,2021,Bushen-Huatan-Yizhi formula reduces spatial learni
10.1016/j.phymed.2021.153644,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85110158019,2021,Imperatae rhizoma-Hedyotis diffusa Willd. herbal p
10.1016/j.phymed.2021.153683,2,Scopus;WoS,WoS,WoS:WOS:000696238900033,2021,A UPLC-MS/MS-based metabolomics analysis of the ph
10.1016/j.phymed.2021.153805,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000726379200006,2022,"Shikonin, a naphthalene ingredient: Therapeutic ac"
10.1016/j.phymed.2021.153822,2,OpenAlex;WoS,WoS,WoS:WOS:000726379200003,2022,RETRACTED: Borneol enhances the protective effect 
10.1016/j.phymed.2021.153888,1,Scopus,Scopus,Scopus:2-s2.0-85121930085,2022,A novel strategy by integrating chemical profiling
10.1016/j.phymed.2022.153999,1,Scopus,Scopus,Scopus:2-s2.0-85125205781,2022,"Recent advances in glycyrrhizin metabolism, health"
10.1016/j.phymed.2022.154120,1,PubMed,PubMed,PubMed:35523117,2022,Alisol B 23-acetate adjusts bile acid metabolisim 
10.1016/j.phymed.2022.154132,1,Scopus,Scopus,Scopus:2-s2.0-85130113534,2022,Alkaloids from Dendrobium and their biosynthetic p
10.1016/j.phymed.2022.154203,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000833402500004,2022,Beneficial herb-drug interaction of Gnaphalium aff
10.1016/j.phymed.2022.154247,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000822959800003,2022,Real-world data on herb-drug interactions in oncol
10.1016/j.phymed.2022.154261,1,Scopus,Scopus,Scopus:2-s2.0-85133471106,2022,Global analysis of qualitative and quantitative me
10.1016/j.phymed.2022.154275,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000822815800003,2022,Induction of P-glycoprotein expression by dandelio
10.1016/j.phymed.2022.154322,1,Scopus,Scopus,Scopus:2-s2.0-85133617531,2022,Coptis chinensis polysaccharides dynamically influ
10.1016/j.phymed.2022.154326,1,Scopus,Scopus,Scopus:2-s2.0-85134177292,2022,Integrating network pharmacology and in vivo exper
10.1016/j.phymed.2022.154336,1,Scopus,Scopus,Scopus:2-s2.0-85134158180,2022,Shexiang Baoxin Pill attenuates myocardial ischemi
10.1016/j.phymed.2022.154380,1,Scopus,Scopus,Scopus:2-s2.0-85138592208,2022,Total flavonoids of Inula japonica alleviated the 
10.1016/j.phymed.2022.154438,1,Scopus,Scopus,Scopus:2-s2.0-85137680164,2022,Fructus ligustri lucidi suppresses inflammation an
10.1016/j.phymed.2022.154440,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000862503500001,2022,Radix Angelica dahuricae extract ameliorates oestr
10.1016/j.phymed.2022.154481,1,Scopus,Scopus,Scopus:2-s2.0-85139301423,2022,Computer especially AI-assisted drug virtual scree
10.1016/j.phymed.2022.154511,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000898614600003,2023,Development of a three-step-based novel strategy i
10.1016/j.phymed.2022.154580,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000923399700001,2023,Flavonoids and saponins: What have we got or misse
10.1016/j.phymed.2023.154696,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000950536300001,2023,Herb-drug interaction of Xingnaojing injection and
10.1016/j.phymed.2023.154706,1,WoS,WoS,WoS:WOS:000950636400001,2023,Systematic investigation of the multi-scale mechan
10.1016/j.phymed.2023.154709,1,Scopus,Scopus,Scopus:2-s2.0-85147812707,2023,Integrated pharmacokinetics and pharmacometabolomi
10.1016/j.phymed.2023.154710,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000944966500001,2023,Cytochrome P450-mediated herb-drug interaction (HD
10.1016/j.phymed.2023.154717,1,Scopus,Scopus,Scopus:2-s2.0-85148357867,2023,Exploration of the anti-liver injury active compon
10.1016/j.phymed.2023.154733,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000950852800001,2023,Jiang-Tang-San-Huang pill alleviates type 2 diabet
10.1016/j.phymed.2023.154781,1,Scopus,Scopus,Scopus:2-s2.0-85151858884,2023,Bornyl acetate: A promising agent in phytomedicine
10.1016/j.phymed.2023.154813,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85153480599,2023,Toxic effects of Tripterygium glycoside tablets on
10.1016/j.phymed.2023.154831,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001008806700001,2023,The activities and mechanisms of intestinal microb
10.1016/j.phymed.2023.154844,1,Scopus,Scopus,Scopus:2-s2.0-85156241394,2023,Screening quality markers (Q-markers) of Xiaoer Ch
10.1016/j.phymed.2023.154893,1,WoS,WoS,WoS:WOS:001010211000001,2023,The pharmacology and mechanisms of traditional Chi
10.1016/j.phymed.2023.155023,1,Scopus,Scopus,Scopus:2-s2.0-85168356124,2023,Modulating endoplasmic reticulum stress in APP/PS1
10.1016/j.phymed.2023.155027,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001109143700001,2023,Verbascoside: A neuroprotective phenylethanoid gly
10.1016/j.phymed.2023.155183,1,Scopus,Scopus,Scopus:2-s2.0-85177878744,2024,Shenge Formula attenuates high-fat diet-induced ob
10.1016/j.phymed.2023.155260,1,Scopus,Scopus,Scopus:2-s2.0-85182423491,2024,Chronopharmacology of diuresis via metabolic profi
10.1016/j.phymed.2023.155305,2,Scopus;WoS,WoS,WoS:WOS:001154449000001,2024,Data mining-guided alleviation of hyperuricemia by
10.1016/j.phymed.2024.155352,1,WoS,WoS,WoS:WOS:001184492300001,2024,The molecular mechanisms of ginkgo (Ginkgo biloba)
10.1016/j.phymed.2024.155366,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001293395300001,2024,Novel applications of Yinhua Miyanling tablets in 
10.1016/j.phymed.2024.155444,1,Scopus,Scopus,Scopus:2-s2.0-85185384796,2024,Protoberberine alkaloids: A review of the gastropr
10.1016/j.phymed.2024.155483,1,Scopus,Scopus,Scopus:2-s2.0-85186585766,2024,Genus Paeonia monoterpene glycosides: A systematic
10.1016/j.phymed.2024.155522,1,Scopus,Scopus,Scopus:2-s2.0-85191385165,2024,Natural products for the treatment of age-related 
10.1016/j.phymed.2024.155585,1,Scopus,Scopus,Scopus:2-s2.0-85199545607,2024,Oxysophoridine inhibits oxidative stress and infla
10.1016/j.phymed.2024.155692,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001523502700001,2025,The double face of licorice-kansui herb pair: Cure
10.1016/j.phymed.2024.155760,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85193923090,2024,Xin-yi-san contains potent human CYP1A2 inhibitors
10.1016/j.phymed.2024.155848,1,WoS,WoS,WoS:WOS:001265714100001,2024,Advances and perspectives on pharmacological activ
10.1016/j.phymed.2024.155912,1,Scopus,Scopus,Scopus:2-s2.0-85199768986,2024,Analyzing how SiMiao Wan regulates ferroptosis to 
10.1016/j.phymed.2024.155918,1,Scopus,Scopus,Scopus:2-s2.0-85200805812,2024,Quantitative ternary network-oriented discovery of
10.1016/j.phymed.2024.155927,1,Scopus,Scopus,Scopus:2-s2.0-85200224574,2024,Using terahertz spectroscopy to quantify bioactive
10.1016/j.phymed.2024.156029,1,Scopus,Scopus,Scopus:2-s2.0-85203624273,2024,A discovery in traditional Chinese medicine compat
10.1016/j.phymed.2024.156041,1,Scopus,Scopus,Scopus:2-s2.0-85204234964,2024,Jiawei Xionggui Decoction promotes meningeal lymph
10.1016/j.phymed.2024.156106,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001330884500001,2024,Artemisia Argyi essential oil ameliorates acetamin
10.1016/j.phymed.2024.156184,1,WoS,WoS,WoS:WOS:001350290700001,2024,Multi-omics and network pharmacology approaches re
10.1016/j.phymed.2024.156273,1,Scopus,Scopus,Scopus:2-s2.0-85211021190,2025,Unveiling the impact of traditional Chinese herbal
10.1016/j.phymed.2024.156283,1,Scopus,Scopus,Scopus:2-s2.0-85210542491,2025,Qingke Pingchuan granules alleviate airway inflamm
10.1016/j.phymed.2025.156419,1,PubMed,PubMed,PubMed:39884076,2025,Screening effective-component compatibility from J
10.1016/j.phymed.2025.156487,1,Scopus,Scopus,Scopus:2-s2.0-85217889576,2025,Centipeda minima extract exhibits anti-liver cance
10.1016/j.phymed.2025.156511,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001428756800001,2025,Cortex Dictamni-induced hepatotoxicity by enhanced
10.1016/j.phymed.2025.156559,1,Scopus,Scopus,Scopus:2-s2.0-86000328904,2025,JiGuCao capsule formula alleviates metabolic fatty
10.1016/j.phymed.2025.156575,1,PubMed,PubMed,PubMed:40088740,2025,Enhancing temozolomide efficacy in GBM: The synerg
10.1016/j.phymed.2025.156582,1,Scopus,Scopus,Scopus:2-s2.0-86000357782,2025,Huangqi and Danshen improve the chronic nephrotoxi
10.1016/j.phymed.2025.156633,1,Scopus,Scopus,Scopus:2-s2.0-86000581040,2025,Quercetin protected the gut barrier in ulcerative 
10.1016/j.phymed.2025.156703,1,WoS,WoS,WoS:WOS:001491162200001,2025,The potential therapeutic effects of Panax notogin
10.1016/j.phymed.2025.156706,1,Scopus,Scopus,Scopus:2-s2.0-105002340369,2025,Restorative mechanisms of Shugan Yiyang capsule on
10.1016/j.phymed.2025.156716,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-105004280793,2025,Guiding precision medicine strategy for intravenou
10.1016/j.phymed.2025.156742,1,Scopus,Scopus,Scopus:2-s2.0-105002411895,2025,Spatially resolved multi-omics reveals the renal c
10.1016/j.phymed.2025.156852,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001502538600005,2025,Erchen Decoction ameliorates the rat model of poly
10.1016/j.phymed.2025.156908,1,PubMed,PubMed,PubMed:40450984,2025,Jianpi Huayu decoction enhances the antitumor effe
10.1016/j.phymed.2025.156951,1,PubMed,PubMed,PubMed:40527062,2025,Motherwort synergized with oxytocin for postpartum
10.1016/j.phymed.2025.156987,1,PubMed,PubMed,PubMed:40541120,2025,Bufalin enhanced temozolomide efficacy by promotin
10.1016/j.phymed.2025.157115,1,Scopus,Scopus,Scopus:2-s2.0-105013104503,2025,Puerarin-rich compound Puerariae lobatae formulas 
10.1016/j.phymed.2025.157121,1,Scopus,Scopus,Scopus:2-s2.0-105012375865,2025,Integrated bioinformatics and multi-omics reveal A
10.1016/j.phymed.2025.157132,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001580361800018,2025,Evidences for action of icariin on depressive beha
10.1016/j.phymed.2025.157133,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001546875800006,2025,Mechanism of Eucalyptus oil in alleviating UUO-ind
10.1016/j.phymed.2025.157167,1,Scopus,Scopus,Scopus:2-s2.0-105013283988,2025,Wuwei Ganlu and Myricetin alleviate rheumatoid art
10.1016/j.phymed.2025.157168,1,PubMed,PubMed,PubMed:40839989,2025,Compound Kushen Injection suppresses multiple myel
10.1016/j.phymed.2025.157233,1,PubMed,PubMed,PubMed:40972261,2025,Huang-Lian-Jie-Du decoction enhances Capecitabine-
10.1016/j.phymed.2025.157237,1,Scopus,Scopus,Scopus:2-s2.0-105015410965,2025,Typhae Pollen active subfraction exerts antiangiog
10.1016/j.phymed.2025.157319,1,PubMed,PubMed,PubMed:41016294,2025,Psoraleae Fructus combined with Walnut kernels imp
10.1016/j.phymed.2025.157324,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001586963400002,2025,Bibenzyls from Dendrobium huoshanense attenuate al
10.1016/j.phymed.2025.157326,1,PubMed,PubMed,PubMed:41016296,2025,Astragali radix - Curcumae rhizoma herb pair enhan
10.1016/j.phymed.2025.157329,1,PubMed,PubMed,PubMed:41038150,2025,Angelica sinensis and Scutellaria baicalensis syne
10.1016/j.phymed.2025.157330,1,PubMed,PubMed,PubMed:41016300,2025,Astragaloside IV potentiates cisplatin sensitivity
10.1016/j.phymed.2025.157426,1,PubMed,PubMed,PubMed:41135273,2025,Synergistic targeting of ITGA5/CCN1 by Sparganii R
10.1016/j.phymed.2025.157445,1,Scopus,Scopus,Scopus:2-s2.0-105020972823,2025,"Betulin, an active component from Chinese herb bir"
10.1016/j.phymed.2025.157467,1,Scopus,Scopus,Scopus:2-s2.0-105020908196,2025,Managing circadian rhythm involved in alleviating 
10.1016/j.phymed.2025.157498,1,PubMed,PubMed,PubMed:41197343,2025,Synergistic antimicrobial effects of polyphenolic 
10.1016/j.phymed.2025.157540,1,Scopus,Scopus,Scopus:2-s2.0-105022825744,2025,Codonopsis Radix: A comprehensive review for its e
10.1016/j.phymed.2025.157733,1,PubMed,PubMed,PubMed:41475060,2026,Unveiling TCM-antibiotic synergy through multi-omi
10.1016/j.phyplu.2020.100008,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85106613330,2021,Herb–drug interaction studies of ethanolic extract
10.1016/j.phyplu.2022.100267,1,Scopus,Scopus,Scopus:2-s2.0-85127475070,2022,In vitro demonstration of herbal exacerbation of p
10.1016/j.phyplu.2022.100324,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85135540557,2022,Herb-drug interaction resources: The PHYDGI databa
10.1016/j.phyplu.2024.100582,1,Scopus,Scopus,Scopus:2-s2.0-85193263810,2024,Examining dietary supplements containing Euterpe o
10.1016/j.phyplu.2024.100681,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85209253532,2025,Evaluation of Southern African wild edible plants 
10.1016/j.phyplu.2025.100751,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85216885198,2025,An in-vivo herb-drug interaction study of IME-9 an
10.1016/j.phyplu.2025.100756,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85216878595,2025,"Evaluation of antidiabetic potential, cardio, panc"
10.1016/j.phyplu.2025.100807,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-105005503349,2025,Integrated bioinformatics and network pharmacology
10.1016/j.phyplu.2025.100837,1,Scopus,Scopus,Scopus:2-s2.0-105008670969,2025,Integrating bioinformatics with network pharmacolo
10.1016/j.phytochem.2006.09.018,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000242686900005,2006,Hyperforin and its analogues inhibit CYP3A4 enzyme
10.1016/j.phytochem.2013.07.007,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84893770647,2013,Modulators of antibiotic activity from Ipomoea mur
10.1016/j.phytochem.2015.12.003,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84955712883,2016,Diterpenoid constituents of Euphorbia macrorrhiza
10.1016/j.phytochem.2018.09.005,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000452344500012,2018,A cytochrome P450 monooxygenase responsible for th
10.1016/j.phytochem.2024.114064,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85188553722,2024,"A review of the ethnopharmacology, phytochemistry,"
10.1016/j.phytol.2010.10.006,2,Scopus;WoS,WoS,WoS:WOS:000287850100005,2011,Cytochrome P450 2D6 inhibitory constituents of Lun
10.1016/j.phytol.2019.12.001,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85076051297,2020,Schisandrin B and Schisandrol B induce mouse CYP2b
10.1016/j.phytol.2023.08.016,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001067807800001,2023,SMS: A new screening method for synergism to test 
10.1016/j.plaphy.2025.110173,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-105008542175,2025,The genome of Chinese medicinal herb Fuling reveal
10.1016/j.plaphy.2025.110581,2,Scopus;WoS,WoS,WoS:WOS:001598110000002,2025,Ginsenoside accumulation and enzyme functional cha
10.1016/j.plgene.2017.07.001,1,Scopus,Scopus,Scopus:2-s2.0-85024099740,2017,De novo transcriptome sequencing and analysis of E
10.1016/j.pnpbp.2009.03.001,1,PubMed,PubMed,PubMed:19285110,2009,Antidepressant-like synergism of extracts from mag
